lfdn,duration,v_Assent,consent,age,gender,v_788,v_89,v_468,v_469,v_470,v_471,v_472,v_473,v_474,v_475,v_476,v_477,v_478,v_479,v_480,v_481,v_482,v_483,v_484,v_563,v_485,v_486,v_487,v_488,v_489,v_490,v_491,v_492,v_493,v_494,v_495,v_496,v_497,v_498,v_499,v_500,v_501,v_502,v_503,v_504,v_505,v_506,v_507,v_508,v_509,v_510,v_511,v_512,v_513,v_514,v_515,v_516,v_455,v_517,v_518,v_519,v_520,v_521,v_522,v_523,v_524,v_525,v_526,v_527,v_528,v_529,v_530,v_531,v_532,v_533,v_534,v_535,v_536,v_537,v_538,v_539,v_540,v_542,v_543,v_544,v_545,v_546,v_547,v_548,v_549,v_550,v_551,v_552,v_553,v_554,v_555,v_556,v_557,v_558,v_559,v_560,v_561,v_Serious
217,629,1,1,50,2,NA,7,1,4,3,1,1,6,4,1,6,7,5,1,6,1,1,2,6,1,7,1,4,5,1,4,4,2,1,5,1,1,3,2,7,2,1,1,1,6,1,5,2,2,4,5,4,1,4,1,1,4,0,2,1,4,1,1,1,1,6,1,3,4,2,4,1,3,5,1,4,1,1,4,1,6,5,3,6,5,1,4,2,1,4,5,3,1,1,1,1,2,3,4,3,1,4,1
218,392,1,1,31,1,NA,7,1,4,3,2,2,6,7,3,6,6,6,1,2,3,2,2,7,1,6,1,4,3,2,4,3,2,1,6,6,1,2,5,6,1,1,2,1,5,2,2,4,4,1,5,4,1,6,2,2,5,0,5,5,5,2,2,2,2,6,1,5,5,2,5,2,3,6,1,5,1,1,1,1,6,2,5,6,2,3,3,2,2,2,6,5,2,1,1,1,3,1,4,4,1,4,1
219,232,1,1,65,2,NA,5,1,5,2,2,2,4,4,3,4,4,5,1,2,2,2,4,4,7,4,1,2,2,3,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,426,1,1,27,1,NA,8,1,5,3,1,4,6,6,1,6,6,7,1,5,1,1,4,6,1,6,1,3,5,1,3,6,5,5,6,1,4,3,4,5,3,2,2,1,5,1,5,5,5,1,6,2,3,5,2,1,5,0,3,1,6,1,3,1,1,6,1,1,6,3,6,1,1,1,1,4,4,2,1,2,6,1,2,5,4,3,5,3,2,3,5,5,1,1,1,3,2,1,3,3,1,5,1
221,86,1,1,38,2,NA,6,5,4,3,3,3,5,6,5,4,4,5,5,6,3,5,6,5,3,6,3,6,4,6,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1095,1,1,33,1,NA,4,4,4,2,1,2,2,5,3,6,5,4,1,2,1,1,4,6,1,5,1,5,1,3,5,4,1,4,5,3,1,3,3,5,1,1,3,1,5,2,4,3,4,1,7,5,1,4,1,3,4,0,3,1,4,1,1,1,1,5,1,1,4,4,2,1,1,2,2,5,4,1,2,1,5,4,2,5,7,1,4,3,3,4,4,1,1,1,1,1,1,1,4,4,1,4,1
223,327,1,1,34,2,NA,6,1,1,1,2,1,3,5,2,5,5,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,4,1,1,1,1,5,1,1,3,1,2,1,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
224,456,1,1,37,1,NA,8,1,1,1,1,3,6,6,1,7,7,6,1,1,1,1,1,2,1,7,1,1,1,1,1,4,1,2,6,4,1,1,1,6,1,1,1,1,4,1,4,1,1,1,1,5,1,6,1,1,4,0,1,1,4,1,1,2,2,6,1,1,4,1,5,1,4,6,1,1,1,1,2,1,6,1,1,6,1,3,5,1,1,1,1,3,1,3,1,1,1,3,1,3,5,4,1
225,273,1,1,35,1,NA,7,1,4,3,1,2,6,6,1,6,6,6,1,3,1,1,5,6,1,6,1,5,5,1,5,5,5,5,6,4,3,5,4,6,1,5,5,1,6,1,6,5,3,1,7,4,2,5,1,1,6,0,5,1,3,1,1,1,1,6,1,2,6,5,5,1,5,1,1,6,5,1,2,1,6,5,5,5,7,1,5,6,1,6,5,5,1,1,1,1,1,3,5,5,5,6,1
226,493,1,1,48,1,NA,4,2,4,2,4,4,5,5,3,4,4,4,1,2,2,3,3,4,1,5,2,3,4,3,4,3,2,3,4,4,3,3,3,4,2,2,2,3,3,4,3,3,2,3,4,3,3,4,2,4,4,0,2,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,3,4,4,3,3,4,3,3,3,3,4,3,4,4,4,4,3,3,4,4,3,3,4,4,1
227,421,1,1,60,1,NA,7,1,1,1,1,1,4,2,4,2,1,4,1,1,4,1,1,4,1,4,1,1,1,2,1,2,1,1,2,1,1,1,1,4,1,1,1,1,1,4,1,1,1,1,4,1,1,1,1,5,2,0,1,6,1,1,4,4,4,4,1,1,4,1,1,1,2,4,1,1,1,1,2,4,2,1,1,1,1,1,3,1,5,1,4,1,5,1,1,1,1,1,1,1,1,1,1
228,397,1,1,35,2,NA,7,1,1,1,4,2,5,5,1,5,5,6,1,1,1,1,2,6,1,5,1,1,1,1,1,3,1,1,5,1,1,1,1,6,1,1,1,1,3,1,1,1,1,1,5,1,1,5,1,1,2,0,1,1,4,1,1,1,1,3,1,1,1,1,2,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
229,337,1,1,38,2,NA,7,4,5,5,5,5,3,5,6,4,4,5,6,4,5,6,5,3,1,6,3,6,5,5,4,6,5,3,5,2,4,4,6,6,6,6,6,5,4,5,6,5,5,5,3,4,3,6,5,5,5,0,6,4,5,4,6,5,5,3,3,5,6,5,4,5,6,3,5,6,5,4,4,4,6,5,5,4,5,5,6,6,6,5,5,5,3,6,2,4,3,3,4,5,3,4,NA
230,497,1,1,30,4,NA,6,3,1,2,4,3,5,5,3,5,5,6,3,2,3,3,3,6,1,4,1,4,5,4,3,4,1,4,5,4,3,1,2,5,5,4,1,2,5,3,3,4,4,3,5,4,4,5,2,4,4,0,4,5,4,4,4,4,4,5,3,2,4,2,4,4,4,5,2,5,2,3,5,4,5,4,4,5,3,3,3,2,4,4,5,4,4,3,3,2,5,4,2,4,4,4,1
231,255,1,1,27,1,NA,8,1,2,2,4,2,6,5,4,5,5,5,1,4,3,4,1,4,7,5,1,2,3,4,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,227,1,1,23,2,NA,5,4,3,6,4,4,4,3,6,6,5,2,5,6,3,4,4,4,1,3,6,3,5,3,2,5,3,4,5,2,2,6,3,5,4,3,4,3,4,2,5,2,4,6,6,5,6,3,4,5,4,0,2,6,6,4,3,5,4,5,2,2,4,2,5,2,6,5,3,3,5,4,3,4,5,4,4,2,5,4,5,6,2,5,5,3,2,5,7,4,6,4,5,6,3,3,1
233,332,1,1,27,1,NA,4,2,1,1,5,4,4,4,2,5,5,5,1,2,2,2,1,5,1,5,1,1,1,2,1,2,1,1,5,5,1,1,4,5,5,3,1,1,4,3,2,1,1,2,4,4,4,4,1,2,4,0,4,1,4,2,4,3,2,4,1,1,2,1,3,3,1,5,4,3,1,1,2,2,4,1,2,5,1,4,1,1,2,1,3,2,2,3,1,1,4,3,1,3,1,2,1
234,813,1,1,34,2,NA,2,3,2,2,1,1,5,5,2,6,5,3,1,1,1,1,2,7,1,5,1,4,1,1,3,4,2,2,5,5,2,3,2,5,2,1,3,1,5,3,4,3,1,1,5,4,1,5,1,3,4,0,2,3,4,2,2,3,2,5,1,2,5,2,3,2,1,2,1,2,4,1,1,2,6,4,4,5,5,2,3,3,3,4,5,3,2,1,1,1,2,1,4,3,1,4,1
235,663,1,1,26,1,NA,6,2,4,5,2,5,5,5,2,5,5,4,1,4,2,2,2,4,1,5,1,4,4,3,5,4,3,3,5,4,1,4,3,6,2,2,4,2,5,2,3,4,2,2,5,5,2,6,2,2,5,0,4,2,5,2,2,2,2,5,2,5,4,4,2,2,3,4,2,5,5,2,2,2,6,4,6,6,3,2,2,4,2,5,5,4,2,2,2,1,2,2,5,4,2,3,1
236,437,1,1,21,1,NA,6,1,3,1,5,6,4,3,5,3,3,3,1,5,3,3,1,3,1,3,1,2,4,3,2,2,3,2,2,7,1,2,1,2,1,1,1,1,1,3,1,2,1,5,2,1,1,1,3,4,2,0,1,4,1,5,4,3,5,2,2,1,1,2,2,5,2,6,4,2,1,4,2,4,1,2,1,2,1,1,1,1,5,1,2,1,5,3,1,2,3,1,1,1,2,1,1
237,400,1,1,28,1,NA,7,3,3,3,5,4,6,5,3,5,6,5,2,5,3,4,5,4,1,6,3,3,4,3,3,3,3,5,5,4,5,4,5,7,4,3,3,3,5,5,4,3,4,4,5,3,3,5,4,3,5,0,4,3,6,2,3,4,3,6,3,4,6,5,5,4,5,6,3,4,4,2,5,5,4,5,5,6,5,5,6,5,2,3,5,4,3,2,3,4,5,2,4,5,3,3,1
238,853,1,1,25,2,NA,3,2,4,2,3,5,2,5,3,4,4,4,1,5,4,4,1,4,1,4,1,2,4,4,2,4,3,2,4,5,1,4,2,4,3,2,3,2,4,3,2,3,2,5,4,2,2,3,4,4,4,0,2,4,3,5,4,4,4,2,3,3,2,4,2,5,2,4,5,2,2,5,3,4,4,2,3,4,3,2,2,3,4,3,4,3,4,5,2,2,2,3,3,4,3,3,1
239,548,1,1,54,1,NA,5,1,4,2,4,1,6,6,2,6,6,6,1,1,2,1,2,4,1,6,1,2,4,1,2,4,4,4,6,1,1,4,4,6,2,1,4,1,4,1,4,4,4,1,5,1,1,4,1,1,4,0,4,1,4,1,1,1,1,6,1,1,4,4,4,1,3,5,1,4,4,1,4,1,6,4,4,6,4,1,1,4,1,1,4,1,1,1,1,1,1,1,4,1,1,1,1
240,290,1,1,28,1,NA,7,1,4,3,4,3,4,6,4,5,5,5,1,3,3,4,3,5,1,5,1,2,3,4,2,4,1,2,5,2,1,2,2,5,1,2,2,2,3,2,3,2,4,2,4,3,2,5,2,3,3,0,2,3,4,4,4,4,3,5,1,2,4,2,5,4,2,2,2,3,3,2,3,3,5,3,5,5,4,2,3,2,4,2,3,2,3,2,2,2,2,2,5,2,2,4,1
241,344,1,1,26,1,NA,7,1,4,3,1,7,4,4,1,4,4,3,1,6,2,1,4,4,1,4,1,3,5,1,4,3,3,4,3,3,3,2,1,4,1,4,3,1,4,1,3,4,1,5,5,4,4,4,1,1,4,0,2,2,1,1,2,3,1,3,3,4,5,2,1,2,5,5,3,1,2,3,3,1,2,1,3,3,1,3,3,2,1,3,3,3,1,4,1,3,4,4,2,4,3,4,1
242,582,1,1,29,1,NA,7,1,4,1,1,4,5,6,1,6,6,6,1,5,1,3,2,5,1,6,1,5,1,2,5,5,1,1,5,1,1,1,2,6,5,1,1,1,6,1,5,4,4,3,5,1,1,6,1,1,6,0,5,1,6,1,1,1,1,6,1,4,5,1,5,1,1,5,3,5,4,1,4,1,7,4,4,6,5,2,4,1,1,4,5,4,1,1,1,1,1,1,4,4,3,5,1
243,1416,1,1,25,1,NA,7,1,1,1,1,1,6,6,1,7,6,6,1,1,1,1,1,5,1,6,1,1,1,1,1,4,1,1,5,6,1,1,1,6,1,1,1,1,4,1,1,4,1,1,6,4,1,5,1,1,4,0,1,1,5,1,1,1,1,6,1,1,1,3,1,1,1,1,1,3,1,1,1,1,6,3,3,4,3,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1
244,283,1,1,31,2,NA,6,1,1,1,1,4,3,6,1,5,4,4,1,1,1,1,1,1,1,5,1,1,1,1,1,4,1,1,5,5,1,1,1,6,1,1,1,1,4,1,1,1,1,1,4,1,1,4,1,1,4,0,1,1,4,1,1,1,1,5,1,1,6,1,4,1,1,1,1,3,1,1,1,1,5,4,1,5,3,1,4,1,1,1,3,1,1,1,1,1,1,1,3,1,1,4,1
245,881,1,1,45,1,NA,8,1,3,6,3,1,5,7,4,7,7,7,1,1,4,4,4,2,1,7,1,5,1,3,5,3,5,6,6,6,3,4,5,7,1,3,5,1,7,6,2,7,6,2,7,4,3,6,2,5,3,0,7,5,7,4,4,7,5,5,2,1,5,5,4,6,5,5,1,2,4,2,2,6,7,2,6,7,6,5,7,4,5,5,2,2,4,1,1,2,2,2,4,5,3,7,1
246,298,1,1,29,1,NA,6,1,1,1,2,1,5,4,2,3,4,3,1,2,1,4,1,3,1,4,1,1,1,4,1,3,1,3,4,1,1,1,1,4,1,1,1,1,2,3,1,1,1,1,6,1,1,1,1,3,3,0,1,1,2,2,1,3,1,4,1,1,3,1,2,2,1,2,1,3,1,1,1,2,3,1,1,3,5,1,2,1,1,1,2,1,1,1,1,1,1,1,3,1,1,3,1
247,325,1,1,26,1,NA,6,2,2,1,4,1,1,2,4,2,1,2,2,3,4,5,1,2,1,1,1,3,1,3,2,2,1,1,5,1,1,1,1,4,1,1,1,1,1,2,4,1,1,1,4,1,1,1,1,1,2,0,1,1,1,1,2,1,3,2,1,2,2,1,1,4,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1
248,201,1,1,31,1,NA,8,1,1,1,7,1,1,1,7,1,1,1,1,1,7,7,1,7,1,1,1,1,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,7,1,1,1,1,7,1,1,1,1,7,1,0,1,7,1,1,7,7,7,1,1,1,1,1,1,7,1,7,1,1,1,1,1,7,1,1,1,1,1,1,1,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1
249,460,1,1,53,1,NA,8,1,1,2,3,1,6,6,1,5,7,6,1,5,2,2,2,4,1,6,1,3,2,2,1,5,1,2,4,6,1,1,1,6,1,1,1,2,5,2,6,3,1,4,5,4,4,5,1,4,5,0,1,2,5,2,4,3,4,5,1,1,3,1,4,4,4,5,1,2,1,1,4,4,7,3,2,6,4,1,4,3,4,2,4,4,3,1,2,1,2,2,1,4,1,4,1
250,682,1,1,41,1,NA,7,1,4,4,1,1,4,5,1,5,4,4,1,1,1,1,1,4,1,5,1,3,1,1,3,3,1,3,6,4,2,4,3,4,1,1,4,1,4,1,3,4,3,1,5,3,3,4,1,1,4,0,5,1,4,1,1,1,1,5,1,1,4,3,5,1,5,5,1,5,4,1,5,1,5,4,4,5,6,1,4,3,1,3,5,5,1,1,1,1,1,1,4,1,1,4,1
251,1371,1,1,19,1,NA,6,4,3,4,3,4,6,5,4,3,4,7,5,3,2,5,4,5,2,7,6,1,6,7,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,364,1,1,31,1,NA,8,1,4,4,2,1,7,7,5,7,7,7,1,1,3,4,7,5,1,7,1,5,1,1,5,3,3,5,6,5,1,4,2,7,4,1,2,5,7,1,6,5,7,3,7,2,1,7,1,5,7,0,3,3,6,1,2,2,1,5,2,1,4,1,3,2,4,6,1,5,1,2,1,1,5,2,5,5,3,2,5,3,2,5,3,3,1,1,1,1,3,2,3,4,1,5,1
253,423,1,1,38,1,NA,6,1,3,4,2,4,7,4,1,6,6,6,3,5,1,1,4,6,1,6,1,4,4,1,3,6,3,4,6,2,1,3,4,6,2,2,2,3,5,2,5,4,5,3,5,4,4,6,2,1,6,0,5,1,5,1,1,1,1,6,1,5,6,3,5,1,5,6,2,4,3,2,5,1,6,4,4,6,4,2,4,4,1,4,5,3,1,4,1,1,3,2,4,4,2,4,1
254,775,1,1,33,1,NA,6,2,4,2,3,3,5,6,3,6,6,7,1,4,1,4,4,6,1,5,1,2,4,2,2,5,2,4,6,5,2,3,2,6,1,2,2,1,6,4,4,3,3,4,5,2,2,6,1,4,5,0,4,2,6,1,3,3,1,6,4,3,5,2,5,3,4,6,2,4,3,2,5,4,6,5,4,6,4,1,5,4,2,4,6,4,3,5,2,2,4,5,5,5,5,5,1
255,324,1,1,34,2,NA,3,1,1,2,5,1,4,4,4,4,4,4,1,1,3,4,1,5,1,4,1,1,1,4,2,4,1,1,4,4,1,1,1,4,1,1,1,1,1,4,3,1,1,1,3,2,1,2,1,5,1,0,1,1,4,3,3,1,3,4,1,1,3,1,4,2,1,1,1,1,1,1,1,3,4,1,1,4,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,3,1,1,1
256,497,1,1,60,1,NA,8,4,5,4,1,3,7,6,1,7,6,6,2,3,1,1,6,6,1,7,1,6,3,1,6,7,4,5,7,2,2,6,5,6,2,5,6,2,7,1,7,6,6,3,5,1,5,7,1,1,6,0,2,1,5,1,1,1,1,6,2,1,7,6,6,1,5,3,3,6,6,1,6,1,5,6,3,7,6,3,6,6,1,3,6,5,1,3,1,1,3,4,7,5,4,6,1
257,319,1,1,29,2,NA,3,3,1,2,5,2,5,3,6,3,3,5,1,2,6,5,2,6,1,4,1,2,2,6,4,2,1,1,2,3,2,2,4,3,2,2,3,3,4,3,5,3,3,2,3,2,2,2,1,7,2,0,3,3,2,1,3,2,3,1,2,2,2,2,3,2,2,1,1,2,1,2,2,1,3,2,2,2,3,2,2,2,1,2,5,1,3,2,2,2,1,2,2,3,2,1,1
258,260,1,1,35,1,NA,8,1,1,1,1,1,3,6,1,5,5,5,1,1,1,1,1,4,1,5,1,1,1,1,1,2,1,1,5,4,1,1,1,5,1,1,1,1,4,1,1,1,1,1,1,1,1,4,1,1,4,0,1,1,4,1,1,1,1,4,1,1,1,1,5,1,1,1,1,1,1,1,1,1,4,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
259,681,1,1,44,1,NA,1,1,1,1,4,1,3,2,6,3,2,3,1,4,6,3,1,3,1,3,1,1,1,6,1,1,1,1,1,5,1,1,1,2,1,1,1,1,5,4,1,1,1,1,2,2,1,1,1,6,1,0,1,7,1,7,6,6,5,3,1,1,1,1,1,6,1,1,1,1,1,1,1,6,2,1,1,2,1,1,1,1,5,1,2,1,5,1,1,1,1,1,1,1,1,1,1
260,81,1,1,38,2,NA,1,1,1,1,1,4,1,1,7,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,4,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,329,1,1,30,1,NA,7,1,4,4,2,2,5,6,2,6,6,5,1,3,2,2,4,4,1,6,1,4,3,3,4,4,3,4,5,4,2,3,2,6,4,2,3,3,5,2,4,3,3,2,5,3,4,5,3,2,5,0,4,2,4,2,3,2,3,5,3,2,4,4,4,2,3,6,2,4,4,3,5,3,5,4,4,5,3,3,4,4,2,4,5,4,2,3,3,3,2,2,4,4,3,3,1
262,333,1,1,29,1,NA,7,2,1,1,3,6,1,4,7,3,3,3,1,5,5,7,2,3,1,3,1,1,2,7,1,2,1,1,4,6,1,1,1,4,1,1,1,2,4,7,1,1,1,5,2,2,1,2,3,7,1,0,1,7,3,7,7,7,7,5,3,1,1,1,2,7,2,5,5,1,1,6,4,7,3,1,1,3,1,1,1,1,7,1,1,2,7,3,4,2,1,5,1,1,3,1,NA
263,388,1,1,24,1,NA,4,4,5,3,4,3,5,4,3,4,4,3,4,3,4,5,3,4,1,4,4,5,4,3,4,4,4,4,4,5,4,4,4,5,4,5,4,3,3,3,3,5,3,4,3,4,4,4,4,4,4,0,4,5,4,3,4,4,4,4,3,4,4,5,3,4,3,4,5,4,4,4,4,3,4,4,5,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3,4,5,4,4,1
264,125,1,1,25,2,NA,8,1,2,2,5,3,4,5,3,5,5,5,1,2,2,5,5,5,7,5,1,3,5,5,3,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
265,1057,1,1,26,1,NA,4,2,6,3,2,3,5,6,2,6,6,5,2,3,2,2,2,3,1,6,1,4,2,2,3,2,1,2,6,6,1,1,3,6,2,1,2,1,4,3,3,5,2,4,3,3,2,5,2,2,4,0,4,1,2,1,2,2,2,3,1,1,3,2,3,1,2,2,2,2,4,2,2,1,5,2,1,6,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1
266,410,1,1,40,1,NA,6,1,2,2,2,1,1,6,1,7,5,5,1,1,1,1,4,5,1,6,1,5,2,1,4,5,2,2,7,6,1,3,2,7,1,1,2,1,6,1,2,4,2,1,6,2,1,6,1,1,4,0,2,3,5,1,2,4,1,7,1,1,3,4,3,1,2,3,1,3,3,1,2,1,6,3,4,6,6,1,3,3,1,2,4,1,2,1,1,1,1,1,3,3,1,5,1
267,375,1,1,39,2,NA,8,1,5,4,1,4,7,5,1,5,5,5,1,5,1,1,2,4,1,5,1,6,2,1,6,5,4,3,5,4,1,5,3,5,1,2,5,1,5,4,2,4,2,4,7,3,1,5,1,1,5,0,2,1,4,1,1,1,1,4,1,2,6,5,5,1,3,2,2,5,5,1,3,1,5,5,4,5,5,3,6,5,1,5,6,3,1,1,1,1,1,1,6,4,1,6,1
268,402,1,1,26,2,NA,8,1,1,1,7,2,5,1,3,1,1,1,1,1,1,7,7,1,1,1,1,1,1,7,1,1,1,4,1,7,1,1,1,1,1,1,1,1,4,7,1,1,1,1,1,1,1,1,1,1,1,0,2,7,1,7,7,7,7,1,7,1,1,1,1,7,1,7,1,1,1,1,4,7,1,1,1,1,1,3,2,1,7,1,1,1,7,1,1,1,1,1,1,1,1,1,1
269,431,1,1,36,2,NA,7,1,2,2,2,2,2,4,2,5,4,5,1,2,2,2,2,4,1,4,1,2,4,2,2,4,1,1,4,2,2,1,3,5,2,2,1,2,5,1,4,4,2,1,6,1,2,4,2,2,4,0,4,1,3,1,1,2,2,5,1,1,4,2,1,2,2,4,2,3,4,2,2,1,4,2,3,5,4,1,3,2,1,3,3,4,1,2,1,1,2,2,4,4,2,3,1
270,72,1,1,38,2,NA,4,4,4,4,4,3,6,4,4,5,5,3,3,4,4,3,5,4,4,4,5,3,5,5,5,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1583,1,1,25,2,NA,7,6,3,3,4,3,6,5,3,6,7,5,6,3,6,3,7,6,1,4,4,5,5,3,5,4,5,3,6,3,5,3,4,5,6,4,5,2,2,3,4,4,6,6,7,5,5,6,3,6,4,0,5,6,3,6,2,5,6,6,5,6,4,3,2,6,4,4,3,2,4,6,4,2,5,5,6,5,6,4,3,5,3,5,5,3,3,5,6,4,2,2,3,6,1,5,1
272,487,1,1,31,2,NA,6,1,1,1,1,1,6,1,1,7,5,6,1,1,1,1,1,7,1,6,1,1,1,1,1,5,1,1,6,1,1,1,1,6,1,1,1,1,1,1,5,1,1,1,6,1,1,5,1,1,5,0,1,1,5,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,5,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1
273,1329,1,1,36,2,NA,8,3,3,4,2,4,6,5,4,2,5,5,1,1,3,2,3,3,1,7,5,3,2,3,4,3,4,6,3,4,6,3,4,4,5,3,6,2,3,6,4,6,5,3,5,4,5,6,3,3,3,0,6,5,3,3,3,2,5,6,5,4,3,3,4,2,6,5,4,4,5,5,4,3,4,3,5,4,3,3,6,3,4,3,2,5,3,3,4,3,5,3,5,3,4,5,1
274,484,1,1,23,1,NA,8,1,2,1,4,1,6,7,3,5,6,5,1,1,5,5,2,6,1,6,1,3,5,1,1,3,1,3,6,6,1,1,1,5,2,1,1,1,5,1,5,1,3,1,5,1,2,5,1,6,4,0,1,5,5,4,6,1,5,5,1,1,6,1,6,5,5,7,2,5,1,1,6,7,6,3,4,6,1,5,4,1,2,2,5,1,1,1,1,1,1,1,1,1,1,1,1
275,565,1,1,47,2,NA,8,4,6,5,1,6,7,7,1,6,6,6,5,7,1,1,6,7,1,6,1,5,4,1,5,6,5,7,6,1,4,5,5,6,3,6,5,2,6,1,6,5,5,6,5,6,6,6,4,1,6,0,5,1,6,1,1,1,1,6,2,4,6,5,6,1,6,4,4,7,6,5,5,1,6,6,6,6,5,6,7,5,1,6,6,6,1,4,4,4,5,4,6,6,4,6,1
276,139,1,1,45,2,NA,7,1,4,1,4,1,4,4,4,4,4,4,1,4,4,2,1,4,4,4,1,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
277,557,1,1,50,2,NA,6,1,1,1,1,2,2,5,1,5,5,6,1,1,1,1,1,5,1,5,1,1,1,1,1,4,1,1,5,5,1,1,1,5,5,1,1,1,5,1,1,1,1,1,5,5,1,5,1,1,5,0,1,3,2,2,3,4,4,3,1,1,1,1,2,5,1,5,1,1,1,1,1,4,5,1,1,5,4,1,1,1,5,1,2,1,2,1,1,1,1,1,1,1,1,1,1
278,437,1,1,43,1,NA,8,2,3,2,4,1,5,7,3,6,5,5,1,1,4,4,3,2,1,5,1,1,3,2,1,2,1,3,5,3,1,1,1,6,2,2,2,3,4,3,2,1,2,1,4,2,2,5,1,3,2,0,2,2,3,2,6,4,2,6,1,2,3,1,4,2,3,4,2,2,1,1,3,4,4,1,2,5,1,2,2,1,4,1,1,3,5,2,1,1,2,2,1,3,1,3,1
